HHID	CHOSEN	INCOME	HHSIZE	NUMVEH	WOMEN	MEN	NWORK	NCHILD	NYCHILD	ETHN	DIST	NBIKES	PTRANSP	SOLARPAN	WALKBIKE	TELECO	PSENIORS	GRAD	POPDENSE	NEIGHB	SMARTPH	SPOOL	CABLE	COST
1346	2	3	4	2	1	3	2	1	0	1	6.099305456	1	1	0	0	0	1	0	21585.01751	1	1	1	1	1.328922376
1347	1	2	2	2	0	2	1	0	0	1	2.048069957	0	0	0	1	1	1	0	1170.528002	0	0	1	1	0.597847403
1348	2	1	4	0	3	1	1	3	2	4	2.301457247	1	1	0	0	0	0	0	7027.243281	1	0	0	0	0.50874077
1349	1	2	2	2	0	2	1	1	0	4	2.936225566	0	0	0	1	0	0	0	345.9436586	0	0	0	0	1.109246695
1350	1	2	5	2	0	5	5	0	0	4	1.709971076	1	0	0	1	0	0	0	153.4772848	1	1	0	1	0.678299988
1351	1	2	1	1	0	1	1	0	0	3	1.812298784	0	0	1	0	1	0	0	107.1525217	0	0	0	1	1.190980565
1352	2	1	2	1	0	2	1	0	0	4	6.752841688	0	1	1	0	0	1	1	1088.810488	0	1	0	0	0.833971567
1353	2	1	2	0	1	1	2	0	0	4	4.546480003	0	1	0	1	0	0	1	16528.42405	0	0	0	0	0.448817418
1354	2	1	1	0	1	0	1	0	0	2	1.206194681	0	1	0	1	1	0	0	10338.15639	0	0	0	1	0.474623551
1355	2	2	7	1	2	5	1	3	1	4	6.548568215	3	0	0	0	1	1	0	647.861047	0	0	0	0	0.998356304
1356	2	1	2	1	1	1	1	1	0	1	2.204997051	0	0	0	1	0	0	0	418.8669303	1	1	0	0	0.404801352
1357	1	3	7	1	3	4	1	4	2	1	1.951137051	3	0	0	0	0	1	2	13528.23372	0	4	1	1	1.124452701
1358	2	3	1	2	0	1	1	0	0	1	1.87094075	0	0	0	1	0	0	0	19478.46575	0	0	1	1	1.160086273
1359	2	2	6	1	5	1	1	5	4	1	2.765153363	2	0	0	0	0	0	0	1299.386317	0	0	0	0	1.248571871
1360	2	2	1	0	1	0	1	0	0	1	2.082841738	0	0	1	0	0	0	0	914.5070708	0	0	0	0	0.44890971
1361	1	3	4	2	1	3	4	0	0	1	3.227289199	2	0	0	0	0	0	0	498.8197993	0	2	1	0	0.399531198
1362	2	1	1	1	0	1	1	0	0	4	2.660309716	0	0	1	1	0	0	0	479.0943454	0	0	0	0	1.043147351
1363	2	2	2	2	1	1	1	1	0	1	3.004107228	0	0	0	1	0	0	0	612.2839852	0	0	0	1	1.265158035
1364	1	1	3	0	1	2	2	0	0	1	6.965914823	1	1	0	0	0	0	0	30398.27165	1	2	0	0	1.047034016
1365	2	2	4	1	4	0	1	3	1	1	2.792248985	2	0	0	0	1	0	0	1411.185535	0	2	1	1	0.448114969
1366	2	2	5	2	5	0	1	4	0	1	3.228686543	3	1	0	0	0	0	0	454.8641226	0	1	0	0	1.09250039
1367	1	1	3	1	1	2	2	0	0	1	2.845579182	0	0	0	0	0	0	0	737.722578	0	2	0	0	0.75800484
1368	2	2	2	0	0	2	1	0	0	4	1.534104475	0	0	0	0	0	1	1	882.2938869	0	0	0	1	0.443390888
1369	1	2	1	1	1	0	1	0	0	4	2.982868062	0	0	0	1	1	0	0	7460.539385	0	0	0	0	0.663149504
1370	2	3	1	4	0	1	1	0	0	4	1.110328225	0	0	0	1	0	0	0	3923.721415	0	0	1	1	0.639751971
1371	2	1	4	1	3	1	1	1	0	1	0.971748312	0	1	0	1	0	1	0	286.8058911	0	2	0	0	0.696329506
1372	2	1	1	0	1	0	1	0	0	3	1.514524237	0	0	0	0	0	0	0	979.06895	1	0	0	0	1.047913001
1373	2	2	1	2	0	1	1	0	0	1	1.845333918	0	0	0	0	0	0	0	608.5955318	0	0	1	1	0.501495827
1374	2	1	6	0	1	5	1	3	0	4	2.745310434	4	0	0	1	1	1	0	857.7895674	1	2	0	1	0.586700352
1375	2	3	2	3	1	1	1	1	0	4	2.282642653	0	0	0	0	0	0	0	2963.799627	1	0	0	1	1.06424248
1376	2	2	1	1	1	0	1	0	0	3	1.852661463	0	0	0	0	1	0	0	555.30482	1	0	1	0	0.401022815
1377	2	3	2	2	1	1	1	1	0	4	1.844985015	0	1	0	0	0	0	0	19041.34659	0	0	0	1	0.810534311
1378	2	1	1	0	1	0	1	0	0	2	2.77402632	0	1	0	0	0	0	0	20355.37604	1	0	0	0	1.317167267
1379	1	2	4	2	1	3	2	2	0	1	2.105277466	1	1	0	0	1	0	0	995.2012049	0	1	0	0	0.415833988
1380	2	1	1	0	1	0	1	0	0	4	2.733557234	0	0	0	0	1	0	0	24193.94998	0	0	0	1	0.943339225
1381	2	2	3	1	2	1	1	1	0	4	2.154234127	1	0	0	0	0	1	0	1034.710594	0	1	0	0	1.406978307
1382	2	2	6	1	4	2	3	3	1	1	6.448112373	0	0	0	1	0	0	0	844.4225058	0	0	0	0	0.536031387
1383	2	2	2	2	2	0	2	0	0	4	1.933963538	0	0	0	0	0	0	1	29521.49105	0	0	0	0	1.249362099
1384	1	3	7	2	3	4	3	0	0	4	1.827536182	1	0	0	0	1	0	0	461.8245267	0	1	1	1	1.072763564
1385	2	3	4	2	1	3	4	0	0	4	6.867863955	0	0	0	0	0	0	0	724.191768	0	2	1	0	0.643193442
1386	2	2	2	1	0	2	1	0	0	2	2.178911223	0	0	0	0	0	1	1	1458.582922	0	1	1	1	1.179262662
1387	1	2	2	0	2	0	2	0	0	4	2.058998329	0	0	0	0	0	0	0	570.0127565	1	0	1	0	0.88279522
1388	2	2	1	2	0	1	1	0	0	1	2.346231907	0	0	0	1	0	0	0	1225.49898	0	0	0	0	0.982431849
1389	2	1	4	2	2	2	2	2	1	4	2.039111727	2	0	0	0	0	0	0	816.4077225	1	2	0	0	1.073938498
1390	2	3	4	2	2	2	1	3	1	3	2.275619468	0	0	1	0	0	0	0	11465.54378	0	1	0	1	0.91838672
1391	2	2	1	1	1	0	1	0	0	1	1.378405655	0	1	0	0	0	0	0	536.3389719	0	0	0	0	0.685581391
1392	2	2	6	0	1	5	1	1	0	1	4.940045297	3	1	0	0	0	1	0	546.1484055	0	3	1	1	1.154287279
1393	2	1	4	1	1	3	1	3	1	3	2.74614868	1	1	0	1	0	0	0	561.1372656	0	2	0	0	1.050483306
1394	2	2	1	2	0	1	1	0	0	3	4.320453873	0	0	0	0	0	0	0	554.5624901	1	0	1	1	0.450591782
1395	1	3	3	2	2	1	1	2	0	3	2.234895644	0	0	0	0	0	0	0	7666.106355	1	2	0	1	0.582943147
1396	1	1	4	0	1	3	1	1	0	1	2.366149751	1	0	0	0	0	0	0	13133.28408	0	2	0	1	0.981657451
1397	1	3	6	3	4	2	1	5	3	1	2.496136583	0	0	0	1	0	0	0	1291.951988	0	2	0	0	1.326284571
1398	2	3	7	1	7	0	1	6	1	4	2.563495879	4	0	0	0	0	0	0	17138.11267	0	2	0	1	0.944078278
1399	2	3	3	2	2	1	3	0	0	4	4.586161854	1	0	0	1	1	0	0	27458.54342	0	0	1	0	0.904502141
1400	2	1	4	0	0	4	2	1	0	3	1.10342926	0	1	0	0	0	1	0	26130.29822	0	2	0	0	0.493194743
1401	2	2	4	1	4	0	1	0	0	4	2.38423969	0	1	1	1	0	1	0	13257.17734	0	0	0	1	0.413550322
1402	2	3	1	2	1	0	1	0	0	1	0.992603721	0	0	0	1	0	0	0	8277.746757	0	0	1	1	0.593237121
1403	2	3	1	3	0	1	1	0	0	4	1.102875509	0	0	1	0	0	0	0	1253.292785	0	0	1	0	1.190646171
1404	1	2	3	0	3	0	1	0	0	1	1.957490868	0	0	0	0	0	1	0	843.5510182	0	0	1	1	0.704357576
1405	2	1	1	1	0	1	1	0	0	1	3.226686157	0	0	0	0	0	0	0	12872.60018	0	0	0	1	1.198300836
1406	2	1	1	1	0	1	1	0	0	1	2.473770209	0	0	0	0	0	0	0	243.036971	0	0	0	0	0.658125895
1407	2	2	1	1	1	0	1	0	0	2	1.390594184	0	0	0	1	0	0	0	568.8663703	0	0	1	0	0.76860822
1408	1	1	1	1	1	0	1	0	0	1	2.472576797	0	1	0	0	0	0	0	962.3905712	0	0	1	0	0.418698373
1409	2	2	5	0	2	3	2	3	1	1	1.804932321	3	0	0	0	0	0	1	554.9046436	0	3	1	0	1.07564746
1410	2	1	3	1	2	1	2	1	0	3	0.994359786	0	1	0	1	0	0	0	657.9504902	1	2	0	0	1.399525498
1411	2	1	4	0	1	3	1	3	2	4	0.885712841	2	0	0	0	0	0	0	939.8081174	0	0	0	0	0.541467554
1412	2	2	2	1	2	0	2	0	0	1	1.747968796	0	1	0	1	0	0	0	1075.895443	0	0	1	1	1.178170664
1413	1	1	2	1	0	2	2	0	0	3	1.418240875	0	0	0	0	0	0	0	513.1176642	1	1	0	1	1.001473913
1414	1	2	3	0	1	2	1	0	0	2	1.211765808	1	0	0	0	1	0	2	24456.68906	1	1	0	1	0.52862935
1415	2	3	1	3	0	1	1	0	0	2	2.509429218	0	1	0	0	0	0	0	11199.37635	0	0	1	0	1.369354649
1416	1	2	4	1	4	0	1	3	0	4	2.59926602	0	0	0	0	1	0	0	982.9587613	0	2	1	1	0.614236561
1417	2	1	3	0	1	2	1	2	0	1	1.690078572	1	0	0	1	1	0	0	686.0914493	0	2	0	1	0.717485155
1418	2	1	1	0	1	0	1	0	0	4	2.733238546	0	1	0	1	1	0	0	18314.31013	1	0	0	1	0.905735463
1419	2	2	2	2	1	1	2	0	0	1	1.889567291	0	0	0	0	0	0	1	737.0322893	0	0	0	1	1.365174238
1420	1	1	3	0	0	3	1	1	0	4	1.50653904	1	0	0	0	0	0	1	421.0271902	1	2	0	0	1.049863783
1421	2	1	2	2	2	0	1	0	0	1	1.846000391	0	0	0	0	1	0	1	257.4317407	0	1	1	1	0.889815425
1422	2	1	1	1	1	0	1	0	0	4	2.02413696	0	1	0	1	0	0	0	1026.108065	0	0	1	0	0.89945519
1423	2	2	3	0	1	2	2	1	0	4	2.4926156	0	0	0	0	0	0	0	28843.50997	0	0	1	1	0.967214201
1424	2	3	3	2	1	2	1	2	1	1	1.244358697	1	0	0	1	1	0	0	32425.33511	0	0	1	1	1.206106722
1425	1	3	2	1	1	1	1	1	0	4	1.707236829	0	0	0	1	0	0	0	1364.551244	0	0	1	0	0.754497399
1426	2	1	1	1	1	0	1	0	0	1	2.466199897	0	0	0	0	0	0	0	410.5128511	0	0	1	1	1.125361442
1427	1	3	6	2	3	3	3	1	0	1	4.97541913	4	0	0	1	0	1	0	920.8473877	1	0	1	0	0.581845923
1428	2	2	4	2	1	3	1	3	0	2	1.89098819	1	0	0	0	0	0	0	810.2581758	0	2	0	0	1.103734518
1429	2	3	4	2	2	2	1	1	0	3	2.650862196	0	0	0	0	0	1	2	781.2906487	0	0	0	1	1.094144622
1430	2	1	4	2	2	2	1	0	0	1	1.289082645	1	0	0	0	0	1	3	899.1181032	0	2	0	0	0.609115748
1431	2	2	1	1	1	0	1	0	0	4	3.035979727	0	1	0	0	0	0	0	706.553133	0	0	0	1	1.174262238
1432	1	2	4	0	2	2	2	1	0	4	2.061103214	2	0	0	0	0	1	2	33369.85693	0	1	1	1	0.641334259
1433	1	3	2	3	1	1	1	0	0	4	1.824638459	0	0	0	0	0	0	0	944.2421872	0	1	1	1	0.976360695
1434	2	3	5	2	2	3	1	1	0	4	1.484578195	3	0	1	0	0	1	0	15179.98903	0	0	1	0	0.92221135
1435	1	3	3	2	0	3	1	0	0	2	1.162902211	1	1	0	0	0	1	0	296.0980276	0	1	1	0	0.962219628
1436	1	2	1	2	0	1	1	0	0	1	2.416024564	0	0	0	1	1	0	0	434.8013138	0	0	1	1	0.661764655
1437	2	2	2	0	1	1	1	1	0	1	2.466545245	0	0	0	0	0	0	0	6025.33626	0	1	0	1	0.993315997
1438	1	3	2	1	0	2	1	1	0	1	7.005449767	0	0	0	1	0	0	0	287.841767	0	1	0	1	1.009994004
1439	2	2	7	1	0	7	1	3	1	1	1.837772547	1	0	0	0	0	1	0	1145.083817	0	3	0	0	0.665043119
1440	2	2	2	0	1	1	1	1	0	4	1.405344085	0	0	0	0	0	0	0	9530.677655	0	1	1	0	1.193852945
1441	1	1	3	1	3	0	2	1	0	4	2.679071996	1	1	0	0	0	0	1	27184.85692	0	2	0	0	0.75060212
1442	2	1	3	1	2	1	1	2	0	4	1.153067009	0	0	0	1	1	0	0	28794.45819	0	1	0	0	1.352832475
1443	1	2	2	1	1	1	2	0	0	1	2.007219571	0	0	0	0	0	0	0	406.8843245	1	0	0	1	0.474472836
1444	1	2	1	2	1	0	1	0	0	3	2.087693098	0	0	0	0	1	0	0	255.465114	1	0	1	0	0.471974374
1445	1	2	7	2	1	6	6	1	0	1	2.835893676	1	0	0	1	0	0	0	1158.896887	0	2	0	1	1.342520538
1446	2	1	2	0	1	1	1	1	0	1	3.071805102	0	0	0	1	0	0	0	12590.59472	0	1	0	0	0.41791236
1447	2	1	2	0	2	0	1	1	0	2	1.333164148	0	0	1	0	1	0	0	22159.50444	0	0	1	0	0.717639185
1448	2	2	5	2	0	5	1	2	1	4	2.86699761	2	1	0	1	0	1	0	1207.099987	0	3	0	1	1.322571632
1449	2	2	3	1	1	2	1	2	1	1	1.961579662	0	0	0	0	0	0	0	16065.17838	0	1	0	1	1.289027405
1450	2	2	2	2	0	2	1	1	0	4	2.849596277	0	0	1	0	0	0	0	27207.29475	0	0	0	1	0.934543725
1451	2	2	1	2	1	0	1	0	0	1	1.272466997	0	0	0	0	0	0	0	367.784714	0	0	1	0	0.646485551
1452	1	1	7	1	4	3	2	5	1	1	0.884703343	1	0	0	0	0	0	1	722.3464322	1	5	0	0	1.098731895
1453	2	1	1	0	0	1	1	0	0	1	2.537503886	0	0	0	0	1	0	0	1122.376983	1	0	0	1	0.909296393
1454	2	2	4	2	1	3	1	3	1	2	2.856666616	2	0	0	0	1	0	0	368.9262467	0	0	0	1	1.027391385
1455	2	1	2	2	1	1	2	0	0	4	1.707767713	0	1	1	1	0	0	1	392.3948735	1	1	0	0	1.311455677
1456	1	3	4	2	3	1	1	0	0	4	2.380658585	1	0	0	0	0	1	0	20528.60959	0	1	0	1	1.15616513
1457	2	2	2	0	2	0	1	0	0	1	1.214424835	0	0	0	0	0	1	0	11660.33416	0	0	1	1	1.39603895
1458	2	2	3	2	1	2	2	1	0	4	4.835302583	1	0	0	0	1	0	0	642.0077121	0	0	1	1	1.099059711
1459	2	1	3	2	3	0	1	2	0	1	4.316489805	1	1	0	0	0	0	0	894.0662564	0	2	0	0	0.630676145
1460	2	2	7	2	2	5	1	5	4	1	2.185826733	0	0	0	0	0	1	0	456.4049126	0	2	0	0	1.053975633
1461	2	1	1	0	0	1	1	0	0	4	1.125524308	0	1	1	1	1	0	0	513.0620774	1	0	0	0	1.401066816
1462	2	1	4	1	2	2	2	1	0	1	2.097573131	2	0	0	0	0	1	0	767.5225569	1	2	0	0	0.46401075
1463	2	1	2	0	2	0	2	0	0	1	2.17828158	0	0	0	0	0	0	1	1226.708035	1	1	0	1	0.614616021
1464	1	2	1	1	1	0	1	0	0	4	2.491657627	0	1	0	1	1	0	0	28252.69371	1	0	1	0	0.832433727
1465	2	1	3	1	2	1	1	0	0	4	1.424402539	0	0	0	1	0	1	0	1236.851412	0	0	0	0	1.210259665
1466	2	1	5	1	5	0	1	4	1	1	2.17156497	2	0	0	0	0	0	0	661.6914358	0	3	0	0	0.487733157
1467	1	1	1	1	1	0	1	0	0	1	2.987338493	0	0	0	0	0	0	0	664.055703	0	0	0	0	0.935770439
1468	2	1	1	1	1	0	1	0	0	3	1.929360371	0	0	1	0	0	0	0	872.6362308	0	0	0	1	1.127224403
1469	2	2	5	1	1	4	1	3	1	1	2.751971435	1	0	1	0	0	1	0	1056.536756	0	2	0	0	0.722342448
1470	2	1	1	2	1	0	1	0	0	4	2.008601178	0	0	0	0	0	0	0	638.2086204	0	0	0	1	0.982777251
1471	2	2	1	0	0	1	1	0	0	4	1.682036134	0	0	1	0	1	0	0	1361.080884	0	0	0	0	0.931746
1472	2	1	7	1	6	1	2	5	1	4	2.866865107	5	0	0	0	0	0	0	389.6931843	0	0	0	0	0.504142603
1473	2	3	2	2	2	0	1	1	0	4	1.624312302	0	0	0	0	0	0	0	26702.22827	0	0	1	1	1.396499543
1474	2	2	1	1	1	0	1	0	0	1	1.102724834	0	0	0	0	0	0	0	920.1212119	0	0	0	0	0.599295174
1475	1	1	3	0	3	0	3	0	0	4	1.715974012	1	0	0	0	0	0	0	428.5491415	1	1	0	0	1.338183253
1476	2	1	3	0	1	2	2	1	0	3	2.631421455	1	1	1	0	0	0	0	516.0024767	0	2	0	0	1.043339153
1477	2	1	1	1	1	0	1	0	0	3	1.730900928	0	0	0	0	0	0	0	1265.782193	1	0	0	0	0.985502844
1478	2	1	1	1	0	1	1	0	0	1	1.598500334	0	0	1	0	0	0	0	26183.42289	0	0	0	1	0.850503875
1479	2	1	1	1	1	0	1	0	0	4	1.440593344	0	0	0	0	0	0	0	33002.85502	1	0	0	0	1.338427831
1480	1	1	1	0	0	1	1	0	0	1	2.724253661	0	0	0	0	0	0	0	68.27095284	1	0	0	0	1.142881747
1481	2	2	2	1	1	1	1	0	0	1	4.847825089	0	0	0	0	0	1	1	1270.483737	0	1	1	1	0.571343871
1482	1	2	3	1	2	1	1	1	0	4	1.916233073	1	0	0	0	1	0	0	385.4323777	1	2	0	1	0.892362645
1483	1	2	2	2	1	1	2	0	0	1	6.909082689	0	1	0	0	0	0	0	409.7551379	1	0	0	1	1.382661141
1484	2	2	2	0	1	1	1	1	0	3	1.251641663	0	0	0	0	0	0	0	400.9190498	0	1	1	1	0.402018386
1485	2	1	3	0	1	2	1	1	0	4	2.662072397	1	0	1	1	0	1	0	662.3581944	1	0	1	0	1.289504103
1486	2	1	4	1	1	3	1	0	0	3	2.911685297	1	0	0	0	1	0	0	822.0925403	1	0	0	0	0.665399215
1487	1	3	6	2	3	3	2	3	2	3	2.111158677	0	0	0	1	0	1	0	26609.73071	0	2	0	1	0.591574773
1488	2	2	3	0	0	3	2	0	0	4	2.639049921	0	0	0	0	0	1	2	996.4032896	0	2	0	0	0.555793178
1489	2	1	1	2	0	1	1	0	0	1	2.288790879	0	0	0	1	0	0	0	32406.7054	0	0	0	0	1.265854241
1490	1	2	5	1	5	0	1	4	2	2	1.377252323	3	0	0	0	1	0	0	22572.45535	0	2	0	0	0.407673084
1491	2	3	1	1	1	0	1	0	0	2	1.694165381	0	0	0	1	0	0	0	11370.66105	0	0	1	1	0.679293704
1492	2	1	1	0	0	1	1	0	0	4	2.68736821	0	1	0	0	0	0	0	880.1478846	1	0	0	0	1.108307178
1493	2	3	2	2	0	2	1	1	0	1	1.025165581	0	0	1	0	0	0	0	184.8871333	0	0	0	1	0.818461851
1494	2	3	1	3	0	1	1	0	0	3	2.725579359	0	0	0	0	0	0	0	11879.67672	0	0	1	1	0.631154376
1495	2	1	1	0	0	1	1	0	0	4	1.183139856	0	0	0	0	0	0	0	22131.90845	0	0	0	1	0.665600971
1496	2	2	4	1	3	1	1	0	0	1	4.770844003	1	1	0	0	0	0	2	787.8922103	0	3	1	0	0.566880521
1497	2	3	6	2	3	3	2	4	1	1	6.615247323	0	0	0	0	1	0	0	14937.60846	0	3	0	0	0.497206034
1498	2	3	2	2	0	2	1	0	0	4	2.091177452	0	0	0	1	0	0	1	423.2763173	0	0	0	1	0.957558105
1499	1	1	3	1	1	2	2	0	0	4	1.218153887	1	0	0	0	0	1	2	1029.589833	0	2	0	0	0.600649498
1500	2	2	4	2	1	3	2	2	0	3	1.57314426	0	0	0	0	0	0	1	1030.604764	1	3	1	0	0.876323267
1501	1	1	3	0	1	2	1	2	1	4	6.240374156	1	0	0	0	0	0	0	916.6584107	0	1	0	0	0.466368567
1502	1	1	3	1	3	0	2	1	0	4	1.202501094	0	1	0	0	0	0	1	28446.78889	0	2	0	0	0.504207991
1503	2	3	2	1	1	1	1	1	0	1	1.499476149	0	0	0	0	0	0	0	23092.34522	1	0	1	1	1.300444691
1504	1	3	2	3	0	2	1	1	0	1	2.327026744	0	1	0	0	0	0	0	444.8310455	0	0	1	1	1.210958513
1505	1	3	1	1	0	1	1	0	0	4	1.73901697	0	0	0	1	0	0	0	9697.253519	1	0	0	1	1.191641296
1506	2	2	2	1	1	1	1	0	0	1	1.015908073	0	0	0	0	1	1	1	1309.560103	0	0	0	1	0.640035894
1507	2	3	2	2	1	1	2	0	0	3	5.986654254	0	1	0	1	0	0	0	296.48445	0	1	1	1	1.166289418
1508	2	1	3	0	0	3	2	0	0	1	2.36039071	0	0	0	0	0	0	0	1016.769417	0	0	0	0	1.382820255
1509	1	2	2	0	1	1	1	1	0	4	1.282851652	0	0	0	1	0	0	0	13955.08852	0	0	1	1	0.992281402
1510	1	3	1	4	0	1	1	0	0	3	0.914743912	0	0	0	0	0	0	0	318.9959461	0	0	1	0	1.001633799
1511	1	2	1	0	1	0	1	0	0	4	3.166568707	0	1	0	0	0	0	0	349.4731196	0	0	0	1	1.087034872
1512	2	3	2	2	2	0	1	1	0	4	2.609294404	0	1	0	1	0	0	0	788.2594687	0	0	0	0	1.002930186
1513	2	1	2	2	1	1	1	0	0	4	2.752451598	0	0	0	1	0	1	1	681.6441112	1	1	0	0	0.774760449
1514	2	1	4	1	1	3	1	2	0	1	1.718127283	0	0	0	0	0	0	1	30214.57703	0	2	0	0	1.38077717
1515	2	2	2	1	0	2	1	1	0	4	2.934526816	0	0	1	0	0	0	0	983.6748264	0	1	0	0	1.198870462
1516	1	1	7	1	6	1	4	1	0	1	1.481175484	3	1	0	1	0	0	4	967.8915695	1	3	0	0	0.878765805
1517	2	2	2	1	1	1	1	1	0	1	3.014527874	0	0	0	0	1	0	0	17887.15448	1	0	0	1	0.911904208
1518	1	2	1	1	1	0	1	0	0	4	2.106479797	0	0	0	1	0	0	0	394.7848315	0	0	0	0	1.203323365
1519	2	2	1	1	1	0	1	0	0	4	1.612848408	0	0	0	0	0	0	0	659.8484354	0	0	1	0	0.969356958
1520	1	2	1	1	1	0	1	0	0	2	1.18487679	0	1	0	0	0	0	0	17802.49797	0	0	0	1	0.840458659
1521	1	1	1	0	1	0	1	0	0	1	5.300212724	0	0	0	0	1	0	0	22633.0486	0	0	0	0	1.009935005
1522	2	3	1	3	1	0	1	0	0	1	2.665034639	0	0	0	0	1	0	0	908.7158608	1	0	1	0	0.815394882
1523	1	1	1	1	0	1	1	0	0	4	0.852512776	0	0	0	0	1	0	0	1018.435927	0	0	0	0	1.147476063
1524	2	1	1	0	0	1	1	0	0	3	2.804007056	0	0	0	0	0	0	0	1042.509307	0	0	0	0	1.023419995
1525	2	3	3	3	2	1	1	0	0	4	1.770667836	0	0	0	1	0	1	0	759.0938099	0	1	1	1	1.250596671
1526	2	2	4	0	0	4	1	1	0	4	5.422259319	1	1	0	0	0	0	0	21981.86838	0	2	1	1	0.628040266
1527	2	1	2	0	0	2	1	1	0	4	2.789924487	0	0	0	1	1	0	0	24211.53647	0	0	0	0	1.369281625
1528	2	2	1	2	1	0	1	0	0	1	2.702536611	0	0	0	1	0	0	0	836.2371216	0	0	1	1	1.364595439
1529	2	3	2	1	2	0	1	1	0	4	2.085262527	0	1	0	0	1	0	0	19501.3925	0	1	0	1	0.424817619
1530	2	2	3	0	2	1	1	1	0	1	2.756986773	0	0	0	0	0	1	0	1400.425993	0	2	1	1	1.322482048
1531	2	3	1	2	1	0	1	0	0	1	1.180275406	0	1	0	1	0	0	0	23824.12088	1	0	0	1	1.04390716
1532	2	2	2	2	2	0	1	1	0	4	5.202765073	0	0	0	0	0	0	0	16734.54396	0	0	1	1	1.379513455
1533	2	2	3	2	2	1	1	2	1	1	6.004271082	0	1	0	0	0	0	0	1046.958643	0	0	0	0	0.764460837
1534	2	2	4	0	0	4	3	1	0	1	2.593952568	0	0	0	0	0	0	2	812.0025296	0	2	1	1	0.45339099
1535	1	2	2	1	2	0	1	0	0	3	0.832394081	0	0	0	0	0	0	0	295.7268004	0	1	1	0	1.292865657
1536	2	2	2	0	1	1	2	0	0	4	1.445578545	0	0	0	0	0	0	0	17516.10093	0	0	0	0	1.130969704
1537	2	1	1	1	1	0	1	0	0	4	4.303084744	0	1	0	0	0	0	0	14879.28137	1	0	0	0	0.501716304
1538	2	3	3	1	3	0	2	0	0	4	1.727638183	0	1	0	1	0	1	0	445.8414607	1	2	0	0	1.094641083
1539	1	1	2	1	1	1	1	1	0	3	1.111201902	0	0	0	1	0	0	0	26108.50472	1	1	0	0	1.049633732
1540	1	2	2	2	1	1	1	1	0	4	2.406088471	0	0	0	0	0	0	0	848.3430721	1	0	0	0	0.519233209
1541	1	3	2	3	1	1	2	0	0	3	3.034352044	0	0	0	1	0	0	1	651.4783413	0	0	1	1	1.246188302
1542	2	3	2	2	0	2	1	1	0	1	1.580955349	0	1	1	1	0	0	0	1130.263007	0	0	0	1	0.648185507
1543	2	2	2	1	1	1	1	1	0	4	1.693035704	0	1	0	0	1	0	0	711.9728594	0	1	1	1	0.885279723
1544	2	1	1	1	1	0	1	0	0	4	2.681198133	0	0	0	0	0	0	0	1150.435525	0	0	0	1	0.499510674
1545	1	2	1	1	0	1	1	0	0	4	2.915020435	0	0	0	0	0	0	0	912.083246	0	0	0	0	0.618163865
1546	1	2	1	1	0	1	1	0	0	2	2.165915122	0	0	0	0	0	0	0	948.7420583	0	0	0	1	0.594335446
1547	2	2	1	1	0	1	1	0	0	4	1.653609415	0	0	0	0	0	0	0	767.355044	0	0	1	0	0.811474014
1548	2	1	2	1	2	0	2	0	0	2	2.15906822	0	0	0	1	0	0	0	1342.972891	0	1	1	0	0.655108859
1549	2	2	7	2	5	2	5	1	0	1	1.584392084	5	0	0	1	0	1	0	654.8313896	0	1	0	0	0.449905119
1550	2	2	6	2	2	4	1	5	1	4	1.379071244	0	1	0	0	0	0	0	1161.893461	0	1	0	1	1.238531576
1551	2	2	4	0	1	3	1	3	1	4	6.919260594	0	0	0	0	1	0	0	837.1244443	1	0	0	1	1.302567456
1552	2	1	1	1	0	1	1	0	0	1	3.041629698	0	0	0	0	0	0	0	1178.159471	0	0	0	0	0.819091447
1553	1	1	7	2	4	3	4	2	0	4	2.106218145	1	0	0	1	0	1	0	30488.50281	1	2	0	0	0.717294665
1554	1	2	1	2	1	0	1	0	0	1	6.121760921	0	0	0	1	0	0	0	996.5963312	1	0	0	0	0.999849074
1555	1	1	5	1	4	1	1	2	0	3	2.647370746	3	1	0	1	0	1	2	1008.727616	0	4	0	0	1.128727214
1556	2	1	1	1	1	0	1	0	0	1	1.139890129	0	1	0	1	1	0	0	576.7963725	1	0	0	0	0.767364864
1557	1	2	4	1	3	1	2	0	0	1	5.967508835	1	0	0	0	0	1	0	393.250858	0	3	0	0	1.408329354
1558	2	1	2	0	2	0	2	0	0	4	2.535235576	0	0	0	0	0	0	0	477.2220645	1	1	0	0	1.363499811
1559	2	2	2	2	2	0	1	1	0	4	2.646151895	0	0	0	1	0	0	0	515.6581609	0	0	0	0	0.440184121
1560	2	1	1	1	1	0	1	0	0	1	2.773441266	0	1	0	0	0	0	0	902.6093408	0	0	0	0	1.258213493
1561	2	2	1	2	1	0	1	0	0	4	2.7033666	0	0	0	1	0	0	0	467.3389568	0	0	1	1	0.723736784
1562	2	3	1	3	0	1	1	0	0	2	1.798674699	0	0	0	0	0	0	0	874.9323764	0	0	1	1	0.471888639
1563	2	1	3	1	2	1	1	2	1	4	1.580196961	0	0	0	0	1	0	0	762.4189844	1	0	0	0	1.030242168
1564	2	2	5	1	5	0	1	1	0	4	1.626268165	2	0	0	0	0	1	0	15009.73874	0	4	1	1	0.986918213
1565	2	1	2	1	2	0	1	1	0	4	1.381452673	0	0	0	0	1	0	0	705.2413824	1	1	0	1	1.264272042
